City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
344,Soyo,-6.1349,12.3689,80.17,overcast clouds,79,98,7.74,AO
345,Kiama,-34.6833,150.8667,59.0,broken clouds,71,65,5.99,AU
346,Rorvik,64.8621,11.2373,40.05,overcast clouds,75,90,2.21,NO
347,Tahta,26.7693,31.5021,91.81,scattered clouds,12,49,13.73,EG
348,Phuket,8.0,98.25,89.1,few clouds,94,20,2.3,TH
349,Portobelo,9.55,-79.65,84.96,overcast clouds,82,100,3.85,PA
350,Terrak,65.087,12.3715,40.87,broken clouds,78,62,4.0,NO
351,High Level,58.5169,-117.136,35.71,overcast clouds,69,100,6.91,CA
352,Kilindoni,-7.9139,39.6668,81.88,few clouds,69,24,13.91,TZ
353,Kruisfontein,-34.0033,24.7314,57.88,clear sky,81,0,11.41,ZA
354,Belaya Gora,68.5333,146.4167,2.59,overcast clouds,100,92,2.98,RU
355,Gurupi,-11.7292,-49.0686,88.52,few clouds,40,15,6.71,BR
356,Nanortalik,60.1432,-45.2371,38.52,broken clouds,85,73,2.42,GL
357,Kahului,20.8947,-156.47,74.84,few clouds,79,20,12.66,US
358,Whitianga,-36.8333,175.7,59.41,scattered clouds,83,36,5.12,NZ
359,Paka,4.6374,103.4368,78.73,broken clouds,94,58,0.0,MY
360,Newark,40.7357,-74.1724,66.78,clear sky,19,0,13.8,US
361,Hokitika,-42.7167,170.9667,55.96,overcast clouds,84,95,5.88,NZ
362,Kailua,21.4022,-157.7394,75.18,few clouds,78,20,13.8,US
363,Mahon,39.8885,4.2658,66.76,clear sky,52,0,9.22,ES
364,Shahdadkot,27.8477,67.9055,101.35,clear sky,8,1,8.23,PK
365,Kalmunai,7.4167,81.8167,82.78,few clouds,77,13,6.67,LK
366,Lucea,18.451,-78.1736,84.85,clear sky,68,8,15.99,JM
367,Baghdad,33.3406,44.4009,82.31,clear sky,32,0,8.05,IQ
368,Baykit,61.67,96.37,30.7,overcast clouds,95,99,2.48,RU
369,Zongolica,18.6667,-96.9833,87.55,scattered clouds,43,40,5.7,MX
370,Farmington Hills,42.4853,-83.3772,60.19,overcast clouds,33,100,14.97,US
371,Cienfuegos,22.1461,-80.4356,84.34,scattered clouds,51,40,6.91,CU
372,Alice Springs,-23.7,133.8833,58.55,clear sky,67,10,5.75,AU
373,Galesong,-5.3166,119.3661,77.02,broken clouds,82,74,3.89,ID
374,Eten,-6.9081,-79.8642,79.05,clear sky,53,0,9.22,PE
375,Paita,-5.0892,-81.1144,74.73,overcast clouds,67,86,10.65,PE
376,Maple Creek,49.9168,-109.4848,57.61,clear sky,26,0,5.75,CA
377,Bouna,9.2667,-3.0,92.32,overcast clouds,37,90,5.5,CI
378,Miri,4.4148,114.0089,75.34,few clouds,100,20,5.75,MY
379,Mastung,29.7994,66.845,76.32,clear sky,14,0,5.5,PK
380,Sabang,5.8933,95.3214,84.56,overcast clouds,74,100,10.04,ID
381,Labuhan,-6.8844,112.2051,77.47,overcast clouds,90,100,3.38,ID
382,Odzaci,45.5067,19.2611,64.36,scattered clouds,64,50,6.71,RS
383,Mutata,7.2441,-76.4356,84.56,overcast clouds,80,100,2.75,CO
384,Nerchinskiy Zavod,51.3088,119.61,29.93,few clouds,40,12,0.65,RU
385,Lavrentiya,65.5833,-171.0,24.96,overcast clouds,89,100,11.34,RU
386,Shchelkun,56.3034,60.9483,38.77,broken clouds,52,54,5.08,RU
387,Tyrma,50.0833,132.1667,33.69,overcast clouds,80,100,3.83,RU
388,Kanganpur,30.7663,74.1231,95.43,clear sky,11,7,4.21,PK
389,College,64.8569,-147.8028,46.8,scattered clouds,48,40,6.91,US
390,Puerto Baquerizo Moreno,-0.9,-89.6,81.59,few clouds,65,20,13.8,EC
391,Goderich,43.7501,-81.7165,61.12,overcast clouds,25,100,9.22,CA
392,Rio Grande,-32.035,-52.0986,69.91,few clouds,59,13,6.29,BR
393,Navrongo,10.8956,-1.0921,101.98,broken clouds,20,61,4.99,GH
394,Faanui,-16.4833,-151.75,80.69,light rain,74,31,16.89,PF
395,Shache,38.4167,77.2406,64.71,broken clouds,19,53,9.75,CN
396,Meulaboh,4.1363,96.1285,79.99,overcast clouds,83,100,2.17,ID
397,Cartagena,10.3997,-75.5144,89.22,broken clouds,66,75,9.22,CO
398,Kenai,60.5544,-151.2583,42.03,few clouds,57,20,10.36,US
399,Road Town,18.4167,-64.6167,78.89,light rain,94,75,4.61,VG
400,Korla,41.7597,86.1469,62.28,clear sky,25,2,5.61,CN
401,Novyy Urgal,51.0736,132.5642,30.49,light snow,86,42,2.48,RU
402,Bitung,1.4451,125.1824,77.85,overcast clouds,86,99,3.69,ID
403,Yaan,7.3833,8.5667,93.74,overcast clouds,39,92,7.83,NG
404,Havre-Saint-Pierre,50.2334,-63.5986,39.2,overcast clouds,81,100,18.41,CA
405,Airai,-8.9266,125.4092,60.21,overcast clouds,90,94,3.0,TL
406,Mogadishu,2.0371,45.3438,83.98,few clouds,75,18,13.24,SO
407,Egvekinot,66.3167,-179.1667,13.42,overcast clouds,85,100,11.39,RU
408,Malacatancito,15.2167,-91.5167,78.33,broken clouds,53,75,4.61,GT
409,Berdigestyakh,62.0989,126.6992,23.54,broken clouds,92,61,5.01,RU
410,Storforshei,66.4043,14.5233,38.66,overcast clouds,55,100,9.22,NO
411,Artigas,-30.4,-56.4667,56.5,overcast clouds,76,95,7.18,UY
412,Villaviciosa,43.4813,-5.4357,64.62,overcast clouds,86,99,5.48,ES
413,Eureka,40.8021,-124.1637,54.68,overcast clouds,78,100,3.0,US
414,Emerald,-23.5333,148.1667,64.54,clear sky,94,10,4.61,AU
415,North Bend,43.4065,-124.2243,53.51,overcast clouds,92,100,9.22,US
416,Lata,40.1629,-8.3327,64.81,clear sky,41,8,9.26,PT
417,Turbat,26.0023,63.044,96.76,clear sky,23,0,19.19,PK
418,Rabo De Peixe,37.8,-25.5833,65.71,scattered clouds,77,40,11.5,PT
419,Matagami,49.7502,-77.6328,50.11,clear sky,23,0,6.91,CA
420,Inuvik,68.3499,-133.7218,43.66,clear sky,49,0,6.91,CA
421,Nizhyn,51.048,31.8869,47.91,scattered clouds,74,47,6.6,UA
422,Houma,29.5958,-90.7195,86.02,scattered clouds,67,40,8.05,US
423,Samarai,-10.6167,150.6667,80.64,scattered clouds,79,44,6.11,PG
424,Makakilo City,21.3469,-158.0858,73.72,few clouds,72,20,11.5,US
425,Warragul,-38.1667,145.9333,54.99,clear sky,73,7,5.99,AU
426,Vieux-Habitants,16.0589,-61.7659,83.77,overcast clouds,78,88,13.94,GP
427,Cuyo,10.8525,121.0086,83.7,overcast clouds,75,100,6.13,PH
428,Mahebourg,-20.4081,57.7,77.29,scattered clouds,83,40,11.5,MU
429,Cockburn Town,21.4612,-71.1419,82.36,broken clouds,51,75,17.27,TC
430,Cairns,-16.9167,145.7667,75.07,broken clouds,97,75,10.36,AU
431,Sobolevo,54.4299,31.8996,41.85,broken clouds,65,84,3.91,RU
432,Kidal,18.4411,1.4078,100.35,overcast clouds,8,94,15.73,ML
433,Villazon,-22.0866,-65.5942,65.41,clear sky,19,4,2.44,BO
434,Okakarara,-20.5833,17.4333,73.35,overcast clouds,30,91,4.79,NA
435,Debre Sina,9.85,39.7667,55.9,light rain,78,100,3.02,ET
436,Ankazobe,-18.3167,47.1167,64.22,few clouds,72,15,2.68,MG
437,Liverpool,53.4106,-2.9779,57.74,light rain,64,0,8.05,GB
438,Hay River,60.8156,-115.7999,33.76,clear sky,69,0,9.22,CA
439,Daru,-9.0763,143.2092,78.64,light rain,89,100,13.18,PG
440,Faya,18.3851,42.4509,66.31,light rain,39,15,7.45,SA
441,Grezzana,45.5203,11.0177,68.54,scattered clouds,56,40,2.3,IT
442,Zhigansk,66.7697,123.3711,32.43,light snow,91,100,35.23,RU
443,Teruel,40.6667,-0.6667,57.45,overcast clouds,51,100,15.73,ES
444,Laguna,38.421,-121.4238,73.02,clear sky,51,0,4.61,US
445,Port Hedland,-20.3167,118.5667,73.45,overcast clouds,64,96,8.05,AU
446,Calama,-22.4667,-68.9333,72.09,clear sky,9,0,19.57,CL
447,Maniitsoq,65.4167,-52.9,25.29,clear sky,56,9,10.58,GL
448,Nemuro,43.3236,145.575,36.66,few clouds,63,18,6.46,JP
449,Gedo,9.0167,37.45,58.6,light rain,72,79,3.2,ET
450,Nurota,40.5614,65.6886,75.25,broken clouds,28,80,7.0,UZ
451,Praia Da Vitoria,38.7333,-27.0667,68.76,broken clouds,82,75,4.61,PT
452,Nizhnevartovsk,60.9344,76.5531,26.62,clear sky,68,0,0.0,RU
453,Saint-Louis,16.3333,-15.0,109.04,clear sky,8,0,3.96,SN
454,Alpatovo,43.7028,45.2415,63.12,broken clouds,72,81,8.63,RU
455,Angoram,-4.0625,144.0661,72.81,overcast clouds,99,92,1.81,PG
456,Acapulco,16.8634,-99.8901,84.02,clear sky,70,0,6.91,MX
457,Plavsk,53.7094,37.2919,40.8,broken clouds,60,76,5.37,RU
458,Tupelo,34.2576,-88.7034,80.98,clear sky,44,0,12.66,US
459,Altay,47.8667,88.1167,52.14,overcast clouds,32,85,10.92,CN
460,Vardo,70.3705,31.1107,29.53,light snow,66,100,16.6,NO
461,Liuzhou,24.3126,109.3892,60.12,overcast clouds,90,100,14.43,CN
462,Cururupu,-1.8283,-44.8683,82.92,moderate rain,76,100,4.72,BR
463,Aykhal,66.0,111.5,17.17,light snow,93,99,28.32,RU
464,Mus,39.0,41.75,55.44,overcast clouds,68,89,1.5,TR
465,Northam,51.0333,-4.2167,53.65,overcast clouds,64,100,7.58,GB
466,La Plaine,15.3333,-61.25,89.89,few clouds,55,20,6.91,DM
467,Kirkuk,35.4681,44.3922,77.29,clear sky,35,4,7.92,IQ
468,Half Moon Bay,37.4636,-122.4286,69.91,few clouds,73,20,29.93,US
469,Flin Flon,54.7682,-101.865,48.04,broken clouds,57,75,4.61,CA
470,Ambilobe,-13.2,49.05,74.82,scattered clouds,91,34,2.06,MG
471,Koslan,63.4564,48.8989,26.64,overcast clouds,87,93,3.56,RU
472,Kuryk,43.2,51.65,65.53,scattered clouds,53,45,17.81,KZ
473,Price,39.5994,-110.8107,53.11,clear sky,17,0,8.05,US
474,Xam Nua,20.4197,104.0439,66.2,overcast clouds,99,94,2.1,LA
475,Torbay,47.6666,-52.7314,40.75,light rain,97,100,8.99,CA
476,Camargo,27.6667,-105.1667,82.36,clear sky,6,1,9.64,MX
477,Owando,-0.4819,15.8999,79.63,overcast clouds,68,99,1.66,CG
478,Huancabamba,-5.2386,-79.4506,67.89,overcast clouds,71,96,6.8,PE
479,Ahipara,-35.1667,173.1667,57.31,clear sky,87,6,5.73,NZ
480,Severnyy,50.677,36.5532,53.64,clear sky,37,0,2.24,RU
481,Katra,32.9833,74.95,72.3,overcast clouds,49,94,15.68,IN
482,Rapid Valley,44.0625,-103.1463,50.0,broken clouds,63,75,34.52,US
483,Martapura,-3.4167,114.85,77.09,overcast clouds,100,93,2.3,ID
484,Balclutha,-46.2339,169.75,46.24,scattered clouds,94,33,3.76,NZ
485,Palmer,42.1584,-72.3287,61.25,few clouds,29,20,13.8,US
486,Margate,51.3813,1.3862,56.88,broken clouds,70,67,4.0,GB
487,Tayu,-6.5397,111.0518,79.05,overcast clouds,88,100,6.98,ID
488,Puerto Colombia,10.9878,-74.9547,91.49,overcast clouds,71,100,10.09,CO
489,Nambour,-26.6333,152.95,66.81,overcast clouds,99,98,2.28,AU
490,Abu Samrah,35.3029,37.1841,70.63,scattered clouds,46,37,1.68,SY
491,Iwaki,37.05,140.8833,46.76,overcast clouds,67,100,8.03,JP
492,Chipinge,-20.1883,32.6236,60.26,clear sky,74,0,2.84,ZW
493,Arlit,18.7369,7.3853,101.82,overcast clouds,5,100,7.54,NE
494,Date,42.4681,140.8681,44.44,overcast clouds,67,100,5.14,JP
495,Kupang,-10.1667,123.5833,77.88,broken clouds,86,82,7.16,ID
496,Sao Filipe,14.8961,-24.4956,74.61,overcast clouds,69,96,8.61,CV
497,Lamtah,35.6667,10.8833,62.37,scattered clouds,82,40,14.97,TN
498,Serenje,-13.2325,30.2352,58.66,scattered clouds,86,30,5.73,ZM
499,Mitsamiouli,-11.3847,43.2844,80.24,light rain,79,26,11.05,KM
500,Kantunilkin,21.0917,-87.45,89.82,clear sky,41,1,6.76,MX
501,Mineral Wells,32.8085,-98.1128,79.34,clear sky,29,0,16.11,US
502,Kununurra,-15.7667,128.7333,78.78,scattered clouds,94,40,3.44,AU
503,Balancan,17.8,-91.5333,89.29,broken clouds,56,70,11.52,MX
504,Chimbote,-9.0853,-78.5783,72.72,overcast clouds,71,98,9.06,PE
505,Ulaangom,49.9811,92.0667,52.36,overcast clouds,29,94,1.14,MN
506,Pasni,25.2631,63.471,86.61,scattered clouds,65,50,20.92,PK
507,Sabla,12.7525,4.7077,104.34,overcast clouds,8,86,5.64,NG
508,Palmares Do Sul,-30.2578,-50.5097,67.33,broken clouds,65,58,11.59,BR
509,Thai Binh,20.45,106.3333,75.2,overcast clouds,95,92,2.44,VN
510,Antalaha,-14.9003,50.2788,74.86,scattered clouds,88,29,6.93,MG
511,Show Low,34.2542,-110.0298,71.08,clear sky,14,0,5.75,US
512,Rovaniemi,66.5,25.7167,38.61,clear sky,32,0,4.61,FI
513,Vagur,61.4732,-6.8119,45.36,overcast clouds,92,100,12.91,FO
514,Clacton-On-Sea,51.7897,1.156,58.95,overcast clouds,78,100,3.0,GB
515,Waitara,-38.925,174.25,59.49,scattered clouds,85,37,5.41,NZ
516,Alugan,12.2188,125.4808,79.95,overcast clouds,81,99,7.2,PH
517,Lyubech,51.7026,30.6569,52.05,scattered clouds,62,44,6.51,UA
518,Praia,14.9215,-23.5087,81.14,clear sky,50,0,23.02,CV
519,Atar,20.5169,-13.0499,97.77,clear sky,6,0,8.16,MR
520,Tessalit,20.1986,1.0114,96.84,clear sky,6,1,17.94,ML
521,Sam Roi Yot,12.2708,99.872,86.97,light rain,84,56,3.78,TH
522,Sao Joao Da Barra,-21.6403,-41.0511,87.89,few clouds,68,11,10.63,BR
523,Launceston,-41.45,147.1667,57.79,overcast clouds,93,100,17.27,AU
524,Olafsvik,64.8945,-23.7142,45.63,broken clouds,84,83,14.88,IS
525,Ambon,-3.6954,128.1814,82.0,broken clouds,78,83,4.47,ID
526,Xining,36.6167,101.7667,34.83,light snow,72,100,2.93,CN
527,Nanzhang,31.7765,111.8386,56.07,overcast clouds,86,100,4.05,CN
528,Ailigandi,9.2333,-78.0167,82.85,overcast clouds,79,100,4.74,PA
529,Portland,45.5234,-122.6762,57.24,broken clouds,80,75,11.5,US
530,Waddan,29.1614,16.139,89.22,overcast clouds,10,98,17.6,LY
531,Les Cayes,18.2,-73.75,85.1,broken clouds,55,51,10.2,HT
532,Pochutla,15.7432,-96.4661,86.83,scattered clouds,42,39,7.54,MX
533,Tagusao,9.1924,117.8141,79.79,overcast clouds,85,100,6.26,PH
534,Ouadda,8.0777,22.4007,75.85,overcast clouds,74,96,4.05,CF
535,Mettur,11.8,77.8,92.01,overcast clouds,42,90,4.25,IN
536,Zig,40.127,-92.7663,66.9,broken clouds,67,75,19.57,US
537,Two Hills,53.7169,-111.7518,50.49,overcast clouds,43,100,4.61,CA
538,Necochea,-38.5473,-58.7368,57.0,few clouds,36,14,7.81,AR
539,Nampula,-15.1165,39.2666,71.55,clear sky,73,0,3.44,MZ
540,Concarneau,47.875,-3.9225,59.79,overcast clouds,64,99,4.5,FR
541,The Pas,53.8251,-101.2541,44.62,clear sky,65,0,5.75,CA
542,Kinchil,20.9167,-89.95,91.06,broken clouds,41,51,6.87,MX
543,Southport,53.6478,-3.0065,56.08,light rain,82,75,9.22,GB
544,Zarubino,42.63,131.0922,40.17,scattered clouds,77,31,8.52,RU
545,Port-Gentil,-0.7193,8.7815,82.36,few clouds,78,20,3.44,GA
546,Trzebiatow,54.0615,15.2648,49.44,overcast clouds,73,97,7.7,PL
547,Shiyan,32.6475,110.7781,53.2,overcast clouds,93,100,4.09,CN
548,Flinders,-34.5833,150.8552,57.06,broken clouds,74,54,4.0,AU
549,Mokrous,51.2333,47.5167,54.28,overcast clouds,51,97,9.06,RU
550,Mount Pleasant,32.7941,-79.8626,80.31,few clouds,53,20,11.5,US
551,Diapaga,12.0708,1.7889,103.62,overcast clouds,14,99,3.6,BF
552,Payyannur,12.1,75.2,84.0,overcast clouds,77,99,4.94,IN
553,Luwuk,-0.9516,122.7875,77.58,overcast clouds,89,99,2.04,ID
554,Dubai,25.2582,55.3047,84.45,clear sky,54,0,6.91,AE
555,Aguimes,27.9054,-15.4461,70.66,few clouds,60,20,27.63,ES
556,Shunyi,40.125,116.6453,55.35,clear sky,33,0,4.47,CN
557,Ordu,40.9086,37.6845,41.5,overcast clouds,99,100,3.67,TR
558,Rettikhovka,44.1683,132.7669,34.88,broken clouds,93,74,3.71,RU
559,Axim,4.8699,-2.2405,83.3,overcast clouds,74,99,8.34,GH
560,Oconomowoc,43.1117,-88.4993,52.84,broken clouds,82,75,18.41,US
561,Marsh Harbour,26.5412,-77.0636,71.01,overcast clouds,86,100,16.04,BS
562,Nueve De Julio,-35.4444,-60.8831,57.0,overcast clouds,34,87,7.4,AR
563,Zarechnyy,53.2036,45.1923,42.49,overcast clouds,68,85,5.79,RU
564,San Lawrenz,36.0553,14.204,63.86,overcast clouds,72,91,2.66,MT
565,Anadyr,64.75,177.4833,27.1,broken clouds,79,75,20.13,RU
566,Ati,13.2154,18.3353,101.37,overcast clouds,13,100,5.46,TD
567,Skibbereen,51.55,-9.2667,54.1,overcast clouds,75,100,8.3,IE
568,Avera,33.194,-82.5271,80.38,broken clouds,45,71,7.47,US
569,Sengiley,53.9622,48.7944,44.67,broken clouds,81,68,4.88,RU
570,Pervomayskoye,43.919,46.7102,57.07,clear sky,82,9,6.51,RU
571,Mangrol,21.1167,70.1167,83.34,clear sky,82,0,8.93,IN
572,Lincoln,40.8,-96.667,49.12,overcast clouds,86,100,28.77,US
573,Traverse City,44.7631,-85.6206,63.84,overcast clouds,20,100,19.57,US
574,Iranshahr,27.2025,60.6848,93.54,sand,24,40,20.71,IR
575,Los Llanos De Aridane,28.6585,-17.9182,68.13,few clouds,73,20,13.8,ES
576,Elliot,-31.3333,27.85,46.8,few clouds,75,19,1.63,ZA
577,Pinega,64.7001,43.3936,27.73,overcast clouds,85,96,3.83,RU
578,Melito Di Porto Salvo,37.9222,15.7714,67.89,broken clouds,34,76,10.36,IT
579,Guider,9.9342,13.9486,99.27,overcast clouds,24,100,8.01,CM
580,Bonavista,48.6499,-53.1147,37.33,overcast clouds,94,100,5.7,CA
581,Winnemucca,40.973,-117.7357,59.05,broken clouds,26,75,6.91,US
582,Marawi,7.9986,124.2928,68.4,overcast clouds,93,99,1.3,PH
583,Filingue,14.3521,3.3168,105.57,scattered clouds,6,41,2.28,NE
584,Hovd,48.0056,91.6419,52.99,scattered clouds,21,41,4.34,MN
585,Port Blair,11.6667,92.75,82.44,mist,83,40,2.3,IN
586,Christchurch,-43.5333,172.6333,51.42,clear sky,87,9,2.3,NZ
587,Jerantut,3.936,102.3626,75.4,overcast clouds,98,94,1.05,MY
588,Palafrugell,41.9174,3.1631,67.44,overcast clouds,53,99,3.0,ES
589,Poum,-20.2333,164.0167,75.96,clear sky,76,6,4.68,NC
590,Curup,-3.4667,102.5333,68.63,overcast clouds,99,97,0.98,ID
591,Tazovskiy,67.4667,78.7,23.36,light snow,93,99,19.93,RU
592,Otradnoye,59.7775,30.8181,44.65,overcast clouds,52,97,6.93,RU
593,Tomatlan,19.9333,-105.25,88.41,clear sky,23,8,6.35,MX
594,Diamantino,-14.4086,-56.4461,92.05,few clouds,33,14,5.39,BR
595,Carutapera,-1.195,-46.02,78.46,heavy intensity rain,92,76,4.72,BR
596,Port-Cartier,50.0334,-66.8654,46.62,overcast clouds,82,99,10.65,CA
597,Porto Seguro,-16.4497,-39.0647,82.92,scattered clouds,69,40,5.75,BR
598,Ampanihy,-24.7,44.75,70.93,clear sky,66,4,4.81,MG
599,Husavik,66.0449,-17.3389,50.52,broken clouds,56,82,5.26,IS
600,Loubomo,-4.1997,12.6739,73.18,overcast clouds,93,99,2.62,CG
601,Barnsley,53.55,-1.4833,60.24,overcast clouds,61,100,10.18,GB
602,Nicolas Bravo,18.45,-88.9167,88.18,broken clouds,54,68,6.08,MX
603,Okhotsk,59.3833,143.3,32.31,scattered clouds,91,46,4.9,RU
604,Pabianice,51.6645,19.3547,60.24,clear sky,37,0,9.22,PL
605,Palu,-0.8917,119.8707,76.44,overcast clouds,95,100,2.62,ID
606,Majene,-3.5403,118.9707,78.51,overcast clouds,87,97,5.1,ID
607,Minot,48.2325,-101.2963,44.82,overcast clouds,70,100,21.85,US
608,Seoul,37.5683,126.9778,47.64,mist,81,0,3.44,KR
609,Fukue,32.6881,128.8419,59.74,light rain,72,100,17.05,JP
610,Tra Vinh,9.9347,106.3453,78.82,overcast clouds,88,100,4.07,VN
611,Lasa,46.6166,10.7002,50.88,overcast clouds,94,100,4.25,IT
612,Dabwali,29.95,74.7333,95.85,scattered clouds,11,49,8.12,IN
613,Itaituba,-4.2761,-55.9836,89.76,scattered clouds,66,40,5.75,BR
614,Donskoye,45.4552,41.9741,59.13,overcast clouds,90,98,9.42,RU
615,Bagdarin,54.4333,113.6,31.12,broken clouds,92,77,3.83,RU
616,Tyukhtet,56.5389,89.3011,53.85,overcast clouds,83,88,4.18,RU
617,Manggar,-2.8833,108.2667,80.28,scattered clouds,82,39,3.0,ID
618,Moose Factory,51.2585,-80.6094,48.2,clear sky,49,0,12.66,CA
619,Khorramshahr,30.4397,48.1664,85.95,clear sky,42,0,4.61,IR
620,Temba,-25.3803,28.2631,65.1,broken clouds,40,78,4.61,ZA
621,Riverton,40.5219,-111.9391,60.78,clear sky,28,0,8.99,US
622,Saquena,-4.6667,-73.5167,87.04,overcast clouds,59,92,2.44,PE
623,San Carlos De Bariloche,-41.1456,-71.3082,44.35,light rain,70,40,4.61,AR
624,Luderitz,-26.6481,15.1594,61.0,clear sky,67,0,18.59,NA
625,Jega,12.2175,4.3792,104.27,overcast clouds,17,99,2.28,NG
626,Itupiranga,-5.1347,-49.3267,91.72,broken clouds,57,63,2.44,BR
627,Atambua,-9.1061,124.8925,73.2,broken clouds,90,80,4.21,ID
628,Saryg-Sep,51.5,95.6,50.2,overcast clouds,39,94,3.69,RU
629,Ayagoz,47.9714,80.4392,61.07,overcast clouds,22,100,7.07,KZ
630,Sao Felix Do Xingu,-6.6447,-51.995,85.24,broken clouds,64,63,3.33,BR
631,Sao Luiz Gonzaga,-28.4083,-54.9608,71.38,light rain,74,93,1.19,BR
632,Isabela,6.7085,121.9711,79.68,overcast clouds,85,99,0.63,PH
633,Khandyga,62.6667,135.6,17.02,scattered clouds,97,48,2.86,RU
634,Pacific Grove,36.6177,-121.9166,64.35,clear sky,82,0,10.0,US
635,De-Kastri,51.4667,140.7833,30.16,overcast clouds,95,100,5.06,RU
636,Znamenskoye,57.1281,73.8282,38.5,overcast clouds,57,88,8.48,RU
637,Ilave,-16.0833,-69.6667,54.93,scattered clouds,46,36,7.02,PE
638,Okha,53.5739,142.9478,29.12,overcast clouds,97,100,6.31,RU
639,Deputatskiy,69.3,139.9,2.5,scattered clouds,85,31,3.6,RU
640,Muzhi,65.3667,64.6667,22.35,overcast clouds,97,100,2.17,RU
641,Kharp,66.8014,65.8081,9.27,scattered clouds,90,44,4.47,RU
642,Visby,57.6409,18.296,50.22,broken clouds,46,75,11.5,SE
643,Jacareacanga,-6.2222,-57.7528,86.22,broken clouds,63,84,7.2,BR
644,Chulman,56.8479,124.9104,13.3,few clouds,93,15,2.71,RU
645,Saint-Denis,48.9167,2.3333,62.24,clear sky,42,0,13.8,FR
646,Jumla,29.2747,82.1838,54.12,overcast clouds,73,98,3.0,NP
647,Waipawa,-41.4122,175.5153,45.1,clear sky,87,0,7.31,NZ
648,Miramar,25.9873,-80.2323,84.22,few clouds,70,20,8.05,US
649,Ranong,9.9658,98.6348,80.11,overcast clouds,86,86,2.55,TH
650,Lalawigan,11.5892,125.4697,79.21,scattered clouds,84,50,4.5,PH
651,Novyy Urengoy,66.0833,76.6333,14.9,broken clouds,91,79,9.53,RU
652,Voyinka,45.8699,33.9914,57.07,overcast clouds,65,92,12.28,UA
653,Tunceli,39.1083,39.5471,57.78,light rain,78,100,2.46,TR
654,Brae,60.3964,-1.353,46.65,overcast clouds,69,98,10.65,GB
655,Cozumel,20.5083,-86.9458,86.95,broken clouds,74,75,8.05,MX
656,Comodoro Rivadavia,-45.8667,-67.5,53.46,few clouds,50,20,13.8,AR
657,Sayla,22.55,71.4667,91.06,clear sky,34,0,22.08,IN
658,Celestun,20.8667,-90.4,86.56,clear sky,60,6,4.74,MX
659,Ottumwa,41.02,-92.4113,68.36,broken clouds,65,75,21.85,US
660,Gazalkent,41.5581,69.7708,67.87,scattered clouds,54,42,6.91,UZ
661,Tkibuli,42.3477,42.9981,47.44,broken clouds,97,82,3.51,GE
662,Ouegoa,-20.35,164.4333,73.99,scattered clouds,84,28,10.49,NC
663,Chumikan,54.7183,135.315,28.6,overcast clouds,89,100,3.49,RU
664,Aguas Verdes,-3.4814,-80.245,86.27,scattered clouds,58,40,10.36,PE
665,Birecik,37.0294,37.9903,65.41,overcast clouds,74,100,17.67,TR
666,Yichang,30.7144,111.2847,58.89,overcast clouds,88,100,3.24,CN
